200,0,2,4,0,0,7,1,1,1,0,0
250,0,2,4,0,0,7,1,1,1,0,0
300,0,2,2,0,0,7,1,1,1,0,0
400,5,4,4,0,5,7,1,1,1,0,0
450,5,4,4,0,5,7,1,1,1,0,0
500,5,4,4,0,5,7,1,1,1,0,0
600,1,3,4,0,7,7,1,1,1,0,0
650,1,3,4,0,7,7,1,1,1,0,0
700,1,3,4,0,7,7,1,1,1,0,0
800,3,7,4,0,3,7,1,1,1,0,0
850,3,7,4,0,3,7,1,1,1,0,0
900,3,7,4,0,3,7,1,1,1,0,0
900,7,4,7,5,4,5,30,10,9,0,0
1100,7,2,7,5,4,5,30,10,9,0,0
1300,7,6,7,5,4,5,30,10,9,0,0
1350,3,1,0,0,3,7,20,6,1,0,0
1400,3,1,0,0,3,7,20,6,1,0,0
1450,3,1,0,0,3,7,20,6,1,0,0
1550,7,4,7,5,5,5,30,10,9,0,0
1650,0,7,1,0,0,7,20,6,1,0,0
1700,0,7,1,0,0,7,20,6,1,0,0
1750,0,7,1,0,0,7,20,6,1,0,0
1900,7,4,7,6,4,5,30,10,11,0,0
2000,7,6,7,6,4,5,30,10,11,0,0
2100,7,2,7,6,4,5,30,10,11,0,0
2250,3,1,0,0,3,7,20,6,1,0,0
2300,3,1,0,0,3,7,20,6,1,0,0
2350,3,1,0,0,3,7,20,6,1,0,0
2350,4,7,2,0,4,7,20,6,1,0,0
2400,4,7,2,0,4,7,20,6,1,0,0
2450,4,7,2,0,4,7,20,6,1,0,0
2650,2,2,2,0,2,7,20,6,1,0,0
2700,2,2,2,0,2,7,20,6,1,0,0
2750,2,2,2,0,2,7,20,6,1,0,0
2900,8,7,8,1,25,5,40,0,20,0,0
2950,0,2,4,0,0,7,1,1,1,0,0
3000,8,1,8,1,25,5,40,0,20,0,0
3000,0,2,4,0,0,7,1,1,1,0,0
3050,0,2,4,0,0,7,1,1,1,0,0
3100,8,4,8,1,25,5,40,0,20,0,0
3150,5,4,4,0,5,7,1,1,1,0,0
3200,5,4,4,0,5,7,1,1,1,0,0
3250,5,4,4,0,5,7,1,1,1,0,0
3550,7,4,7,5,5,5,30,10,11,0,0
3550,0,7,1,0,0,7,20,6,1,0,0
3600,0,7,1,0,0,7,20,6,1,0,0
3650,0,7,1,0,0,7,20,6,1,0,0
3750,0,7,4,0,0,7,1,1,1,0,0
3800,0,7,4,0,0,7,1,1,1,0,0
3800,7,4,7,5,4,5,30,10,11,0,0
3850,0,7,4,0,0,7,1,1,1,0,0
3900,7,2,7,5,4,5,30,10,11,0,0
4000,7,6,7,5,4,5,30,10,11,0,0
4150,3,1,2,0,3,7,20,6,1,0,0
4200,3,1,2,0,3,7,20,6,1,0,0
4250,3,1,2,0,3,7,20,6,1,0,0
4350,4,7,2,0,4,7,20,6,1,0,0
4400,4,7,2,0,4,7,20,6,1,0,0
4450,4,7,2,0,4,7,20,6,1,0,0
4550,2,2,2,0,2,7,20,6,1,0,0
4600,2,2,2,0,2,7,20,6,1,0,0
4650,2,2,2,0,2,7,20,6,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
